	sub	emotion	score	mapping	kernel	beta	method
68	09	disgust	0.5654162033175794	Cordaro2018ref	cosine	1	predict
69	10	disgust	0.5320069204152249	Cordaro2018ref	cosine	1	predict
70	11	disgust	0.5522292913544233	Cordaro2018ref	cosine	1	predict
71	12	disgust	0.5391413141250755	Cordaro2018ref	cosine	1	predict
72	13	disgust	0.5773323267641449	Cordaro2018ref	cosine	1	predict
73	14	disgust	0.5706789729177313	Cordaro2018ref	cosine	1	predict
74	15	disgust	0.5621384140240984	Cordaro2018ref	cosine	1	predict
75	16	disgust	0.5306476754805571	Cordaro2018ref	cosine	1	predict
76	17	disgust	0.5527270943692368	Cordaro2018ref	cosine	1	predict
77	18	disgust	0.49117322161779114	Cordaro2018ref	cosine	1	predict
78	19	disgust	0.5675067737513089	Cordaro2018ref	cosine	1	predict
79	20	disgust	0.5920995027987116	Cordaro2018ref	cosine	1	predict
80	21	disgust	0.5444716442268462	Cordaro2018ref	cosine	1	predict
81	22	disgust	0.5678689964857477	Cordaro2018ref	cosine	1	predict
82	23	disgust	0.522770663087151	Cordaro2018ref	cosine	1	predict
83	24	disgust	0.5900114674316465	Cordaro2018ref	cosine	1	predict
84	25	disgust	0.5598255735616555	Cordaro2018ref	cosine	1	predict
85	26	disgust	0.5686240311613907	Cordaro2018ref	cosine	1	predict
86	27	disgust	0.5411725568470901	Cordaro2018ref	cosine	1	predict
87	28	disgust	0.525009703005112	Cordaro2018ref	cosine	1	predict
88	29	disgust	0.5590509217765399	Cordaro2018ref	cosine	1	predict
89	30	disgust	0.5743175684858369	Cordaro2018ref	cosine	1	predict
90	31	disgust	0.5782189164325524	Cordaro2018ref	cosine	1	predict
91	32	disgust	0.5954827119875663	Cordaro2018ref	cosine	1	predict
92	33	disgust	0.5218932507626041	Cordaro2018ref	cosine	1	predict
93	34	disgust	0.5543247538074304	Cordaro2018ref	cosine	1	predict
94	35	disgust	0.5740880246506689	Cordaro2018ref	cosine	1	predict
95	36	disgust	0.5130298550930771	Cordaro2018ref	cosine	1	predict
96	37	disgust	0.5627562447448899	Cordaro2018ref	cosine	1	predict
97	38	disgust	0.4894127611518916	Cordaro2018ref	cosine	1	predict
98	39	disgust	0.5364438216808138	Cordaro2018ref	cosine	1	predict
99	40	disgust	0.5821193415637861	Cordaro2018ref	cosine	1	predict
100	41	disgust	0.5617919561054513	Cordaro2018ref	cosine	1	predict
101	42	disgust	0.6047330575256107	Cordaro2018ref	cosine	1	predict
102	43	disgust	0.5290640840138299	Cordaro2018ref	cosine	1	predict
103	44	disgust	0.5933066913344877	Cordaro2018ref	cosine	1	predict
104	45	disgust	0.5298129444184729	Cordaro2018ref	cosine	1	predict
105	46	disgust	0.5330664808742288	Cordaro2018ref	cosine	1	predict
106	47	disgust	0.5656572164948453	Cordaro2018ref	cosine	1	predict
107	48	disgust	0.5752393018018018	Cordaro2018ref	cosine	1	predict
108	49	disgust	0.5165305634332183	Cordaro2018ref	cosine	1	predict
109	50	disgust	0.574963633252043	Cordaro2018ref	cosine	1	predict
110	51	disgust	0.6591431857389305	Cordaro2018ref	cosine	1	predict
111	52	disgust	0.5509937989429488	Cordaro2018ref	cosine	1	predict
112	53	disgust	0.5571573098397866	Cordaro2018ref	cosine	1	predict
113	54	disgust	0.5173778549868047	Cordaro2018ref	cosine	1	predict
114	55	disgust	0.5837828529294772	Cordaro2018ref	cosine	1	predict
115	56	disgust	0.5808092567114685	Cordaro2018ref	cosine	1	predict
116	57	disgust	0.5697424049538717	Cordaro2018ref	cosine	1	predict
117	58	disgust	0.5692388243495137	Cordaro2018ref	cosine	1	predict
118	59	disgust	0.5488095238095239	Cordaro2018ref	cosine	1	predict
119	60	disgust	0.5299191490758137	Cordaro2018ref	cosine	1	predict
120	01	fear	0.6156366733488887	Cordaro2018ref	cosine	1	predict
121	02	fear	0.5302123566407695	Cordaro2018ref	cosine	1	predict
122	03	fear	0.5937548101814925	Cordaro2018ref	cosine	1	predict
123	04	fear	0.5160671902599839	Cordaro2018ref	cosine	1	predict
124	05	fear	0.649322029901429	Cordaro2018ref	cosine	1	predict
125	06	fear	0.7587067306030935	Cordaro2018ref	cosine	1	predict
126	07	fear	0.49189325276938567	Cordaro2018ref	cosine	1	predict
127	08	fear	0.677428767977192	Cordaro2018ref	cosine	1	predict
128	09	fear	0.5470351970648224	Cordaro2018ref	cosine	1	predict
129	10	fear	0.6613933534609067	Cordaro2018ref	cosine	1	predict
130	11	fear	0.6326104757251162	Cordaro2018ref	cosine	1	predict
131	12	fear	0.7312699937175497	Cordaro2018ref	cosine	1	predict
132	13	fear	0.6138444017367785	Cordaro2018ref	cosine	1	predict
133	14	fear	0.6870122630992196	Cordaro2018ref	cosine	1	predict
134	15	fear	0.6428885206919768	Cordaro2018ref	cosine	1	predict
135	16	fear	0.5588548033289238	Cordaro2018ref	cosine	1	predict
136	17	fear	0.5185341866080367	Cordaro2018ref	cosine	1	predict
137	18	fear	0.5588486958574295	Cordaro2018ref	cosine	1	predict
138	19	fear	0.5549246427872382	Cordaro2018ref	cosine	1	predict
139	20	fear	0.6484798314268512	Cordaro2018ref	cosine	1	predict
140	21	fear	0.5241302442556109	Cordaro2018ref	cosine	1	predict
141	22	fear	0.5698347811275762	Cordaro2018ref	cosine	1	predict
142	23	fear	0.6686750875898948	Cordaro2018ref	cosine	1	predict
143	24	fear	0.695973945192038	Cordaro2018ref	cosine	1	predict
144	25	fear	0.6722262818170746	Cordaro2018ref	cosine	1	predict
145	26	fear	0.6498028576596129	Cordaro2018ref	cosine	1	predict
146	27	fear	0.6285103785103785	Cordaro2018ref	cosine	1	predict
147	28	fear	0.5808683427827865	Cordaro2018ref	cosine	1	predict
148	29	fear	0.5839583884471141	Cordaro2018ref	cosine	1	predict
149	30	fear	0.6421176391217756	Cordaro2018ref	cosine	1	predict
150	31	fear	0.6875277004982085	Cordaro2018ref	cosine	1	predict
151	32	fear	0.5717101513045392	Cordaro2018ref	cosine	1	predict
152	33	fear	0.6037062960370629	Cordaro2018ref	cosine	1	predict
153	34	fear	0.7166651845264562	Cordaro2018ref	cosine	1	predict
154	35	fear	0.5369441400489738	Cordaro2018ref	cosine	1	predict
155	36	fear	0.6360182370820668	Cordaro2018ref	cosine	1	predict
156	37	fear	0.6386751398876009	Cordaro2018ref	cosine	1	predict
157	38	fear	0.5008710327181665	Cordaro2018ref	cosine	1	predict
158	39	fear	0.7431345100426049	Cordaro2018ref	cosine	1	predict
159	40	fear	0.7420128624572359	Cordaro2018ref	cosine	1	predict
160	41	fear	0.6656545701489521	Cordaro2018ref	cosine	1	predict
161	42	fear	0.6195654155072481	Cordaro2018ref	cosine	1	predict
162	43	fear	0.6107871880095321	Cordaro2018ref	cosine	1	predict
163	44	fear	0.646088228385967	Cordaro2018ref	cosine	1	predict
164	45	fear	0.7567764704478467	Cordaro2018ref	cosine	1	predict
165	46	fear	0.482378616261453	Cordaro2018ref	cosine	1	predict
166	47	fear	0.6537797652499238	Cordaro2018ref	cosine	1	predict
167	48	fear	0.5576565656565656	Cordaro2018ref	cosine	1	predict
168	49	fear	0.7478497104663798	Cordaro2018ref	cosine	1	predict
169	50	fear	0.7033413606261288	Cordaro2018ref	cosine	1	predict
170	51	fear	0.741762635956494	Cordaro2018ref	cosine	1	predict
171	52	fear	0.6036419271069787	Cordaro2018ref	cosine	1	predict
172	53	fear	0.5638527277843711	Cordaro2018ref	cosine	1	predict
173	54	fear	0.5530620805369127	Cordaro2018ref	cosine	1	predict
174	55	fear	0.7430288644493492	Cordaro2018ref	cosine	1	predict
175	56	fear	0.7305713302357597	Cordaro2018ref	cosine	1	predict
176	57	fear	0.6525122787180665	Cordaro2018ref	cosine	1	predict
177	58	fear	0.7422099548801727	Cordaro2018ref	cosine	1	predict
178	59	fear	0.5378787878787878	Cordaro2018ref	cosine	1	predict
179	60	fear	0.5276834675233525	Cordaro2018ref	cosine	1	predict
180	01	happy	0.7043972013875986	Cordaro2018ref	cosine	1	predict
181	02	happy	0.7743892603481021	Cordaro2018ref	cosine	1	predict
182	03	happy	0.7167148640832852	Cordaro2018ref	cosine	1	predict
183	04	happy	0.721638916500994	Cordaro2018ref	cosine	1	predict
184	05	happy	0.7285650623885918	Cordaro2018ref	cosine	1	predict
185	06	happy	0.7729277104632084	Cordaro2018ref	cosine	1	predict
186	07	happy	0.6884529534376078	Cordaro2018ref	cosine	1	predict
187	08	happy	0.7216538789428815	Cordaro2018ref	cosine	1	predict
188	09	happy	0.7218588981371383	Cordaro2018ref	cosine	1	predict
189	10	happy	0.7181832124710953	Cordaro2018ref	cosine	1	predict
190	11	happy	0.7200067735526797	Cordaro2018ref	cosine	1	predict
191	12	happy	0.7611247498037135	Cordaro2018ref	cosine	1	predict
192	13	happy	0.7584112046909487	Cordaro2018ref	cosine	1	predict
193	14	happy	0.7420227279254784	Cordaro2018ref	cosine	1	predict
194	15	happy	0.7212275407986402	Cordaro2018ref	cosine	1	predict
195	16	happy	0.628641807457117	Cordaro2018ref	cosine	1	predict
196	17	happy	0.6436167540920084	Cordaro2018ref	cosine	1	predict
197	18	happy	0.679209486562878	Cordaro2018ref	cosine	1	predict
198	19	happy	0.6753290175577639	Cordaro2018ref	cosine	1	predict
199	20	happy	0.6471347197797999	Cordaro2018ref	cosine	1	predict
200	21	happy	0.6638631020456546	Cordaro2018ref	cosine	1	predict
201	22	happy	0.589506448072438	Cordaro2018ref	cosine	1	predict
202	23	happy	0.7091329292992978	Cordaro2018ref	cosine	1	predict
203	24	happy	0.6882168393907424	Cordaro2018ref	cosine	1	predict
204	25	happy	0.6798059797443274	Cordaro2018ref	cosine	1	predict
205	26	happy	0.737668999605408	Cordaro2018ref	cosine	1	predict
206	27	happy	0.6971118804664723	Cordaro2018ref	cosine	1	predict
207	28	happy	0.7201307647334634	Cordaro2018ref	cosine	1	predict
208	29	happy	0.6641269021732353	Cordaro2018ref	cosine	1	predict
209	30	happy	0.6720440432750785	Cordaro2018ref	cosine	1	predict
210	31	happy	0.7301963993453355	Cordaro2018ref	cosine	1	predict
211	32	happy	0.6937062692006681	Cordaro2018ref	cosine	1	predict
212	33	happy	0.7116408120399791	Cordaro2018ref	cosine	1	predict
213	34	happy	0.7252226463104325	Cordaro2018ref	cosine	1	predict
214	35	happy	0.7217122447160771	Cordaro2018ref	cosine	1	predict
215	36	happy	0.6883311925058062	Cordaro2018ref	cosine	1	predict
216	37	happy	0.6562296151337248	Cordaro2018ref	cosine	1	predict
217	38	happy	0.6340326768005724	Cordaro2018ref	cosine	1	predict
218	39	happy	0.6852324137785915	Cordaro2018ref	cosine	1	predict
219	40	happy	0.6488638434472994	Cordaro2018ref	cosine	1	predict
220	41	happy	0.6580827737077736	Cordaro2018ref	cosine	1	predict
221	42	happy	0.6906217359291793	Cordaro2018ref	cosine	1	predict
222	43	happy	0.6644901475474846	Cordaro2018ref	cosine	1	predict
223	44	happy	0.7387188582742122	Cordaro2018ref	cosine	1	predict
224	45	happy	0.740398327163033	Cordaro2018ref	cosine	1	predict
225	46	happy	0.6684521905980173	Cordaro2018ref	cosine	1	predict
226	47	happy	0.596094476098113	Cordaro2018ref	cosine	1	predict
227	48	happy	0.6486609989373008	Cordaro2018ref	cosine	1	predict
228	49	happy	0.7141817132772197	Cordaro2018ref	cosine	1	predict
229	50	happy	0.6520876543549029	Cordaro2018ref	cosine	1	predict
230	51	happy	0.7541626692250294	Cordaro2018ref	cosine	1	predict
231	52	happy	0.667577250335871	Cordaro2018ref	cosine	1	predict
232	53	happy	0.6680337116978122	Cordaro2018ref	cosine	1	predict
233	54	happy	0.6483471747272431	Cordaro2018ref	cosine	1	predict
234	55	happy	0.7026761022757549	Cordaro2018ref	cosine	1	predict
235	56	happy	0.7219908062711476	Cordaro2018ref	cosine	1	predict
236	57	happy	0.6871835003202765	Cordaro2018ref	cosine	1	predict
237	58	happy	0.7163407582954889	Cordaro2018ref	cosine	1	predict
238	59	happy	0.6500396405919662	Cordaro2018ref	cosine	1	predict
239	60	happy	0.7012622209251422	Cordaro2018ref	cosine	1	predict
240	01	sadness	0.4963693116477739	Cordaro2018ref	cosine	1	predict
241	02	sadness	0.4999990654816975	Cordaro2018ref	cosine	1	predict
242	03	sadness	0.5116866311409854	Cordaro2018ref	cosine	1	predict
243	04	sadness	0.5105733303078436	Cordaro2018ref	cosine	1	predict
244	05	sadness	0.517676993791786	Cordaro2018ref	cosine	1	predict
245	06	sadness	0.5667625711109658	Cordaro2018ref	cosine	1	predict
246	07	sadness	0.5083585459966675	Cordaro2018ref	cosine	1	predict
247	08	sadness	0.503427731025312	Cordaro2018ref	cosine	1	predict
248	09	sadness	0.6051889363248252	Cordaro2018ref	cosine	1	predict
249	10	sadness	0.5531844714537023	Cordaro2018ref	cosine	1	predict
250	11	sadness	0.48193662809679544	Cordaro2018ref	cosine	1	predict
251	12	sadness	0.5056032774977438	Cordaro2018ref	cosine	1	predict
252	13	sadness	0.5409518458320048	Cordaro2018ref	cosine	1	predict
253	14	sadness	0.5160327133900738	Cordaro2018ref	cosine	1	predict
254	15	sadness	0.5462825274387995	Cordaro2018ref	cosine	1	predict
255	16	sadness	0.512121371200588	Cordaro2018ref	cosine	1	predict
256	17	sadness	0.5047185372766768	Cordaro2018ref	cosine	1	predict
257	18	sadness	0.5422619284492021	Cordaro2018ref	cosine	1	predict
258	19	sadness	0.5130850847801807	Cordaro2018ref	cosine	1	predict
259	20	sadness	0.5297846426396501	Cordaro2018ref	cosine	1	predict
260	21	sadness	0.5952683346739482	Cordaro2018ref	cosine	1	predict
261	22	sadness	0.5068134559834362	Cordaro2018ref	cosine	1	predict
262	23	sadness	0.5435569865669575	Cordaro2018ref	cosine	1	predict
263	24	sadness	0.544391638978845	Cordaro2018ref	cosine	1	predict
264	25	sadness	0.531763924374042	Cordaro2018ref	cosine	1	predict
265	26	sadness	0.5407532970269652	Cordaro2018ref	cosine	1	predict
266	27	sadness	0.5208126036484245	Cordaro2018ref	cosine	1	predict
267	28	sadness	0.5265633325591246	Cordaro2018ref	cosine	1	predict
268	29	sadness	0.4782791411209818	Cordaro2018ref	cosine	1	predict
269	30	sadness	0.5703380830917478	Cordaro2018ref	cosine	1	predict
270	31	sadness	0.5487999594238182	Cordaro2018ref	cosine	1	predict
271	32	sadness	0.5167430838184536	Cordaro2018ref	cosine	1	predict
272	33	sadness	0.514540034479456	Cordaro2018ref	cosine	1	predict
273	34	sadness	0.5827332144979205	Cordaro2018ref	cosine	1	predict
274	35	sadness	0.5759794351164911	Cordaro2018ref	cosine	1	predict
275	36	sadness	0.549463589876657	Cordaro2018ref	cosine	1	predict
276	37	sadness	0.4890825864566358	Cordaro2018ref	cosine	1	predict
277	38	sadness	0.4906292413872766	Cordaro2018ref	cosine	1	predict
278	39	sadness	0.5470396872197142	Cordaro2018ref	cosine	1	predict
279	40	sadness	0.5226556776556776	Cordaro2018ref	cosine	1	predict
280	41	sadness	0.5189947892428367	Cordaro2018ref	cosine	1	predict
281	42	sadness	0.505061067985896	Cordaro2018ref	cosine	1	predict
282	43	sadness	0.5141350689619315	Cordaro2018ref	cosine	1	predict
283	44	sadness	0.5252303801003146	Cordaro2018ref	cosine	1	predict
284	45	sadness	0.5429724993861471	Cordaro2018ref	cosine	1	predict
285	46	sadness	0.5068261484533547	Cordaro2018ref	cosine	1	predict
286	47	sadness	0.5213507874353331	Cordaro2018ref	cosine	1	predict
287	48	sadness	0.5706932963644373	Cordaro2018ref	cosine	1	predict
288	49	sadness	0.5116382265706252	Cordaro2018ref	cosine	1	predict
289	50	sadness	0.48850844719872283	Cordaro2018ref	cosine	1	predict
290	51	sadness	0.5332062155832648	Cordaro2018ref	cosine	1	predict
291	52	sadness	0.506296167965346	Cordaro2018ref	cosine	1	predict
292	53	sadness	0.5147370751781932	Cordaro2018ref	cosine	1	predict
293	54	sadness	0.5224024767801858	Cordaro2018ref	cosine	1	predict
294	55	sadness	0.5153710826847958	Cordaro2018ref	cosine	1	predict
295	56	sadness	0.5236378777064002	Cordaro2018ref	cosine	1	predict
296	57	sadness	0.5335684430512017	Cordaro2018ref	cosine	1	predict
297	58	sadness	0.5262423634539983	Cordaro2018ref	cosine	1	predict
298	59	sadness	0.5225943001968238	Cordaro2018ref	cosine	1	predict
299	60	sadness	0.5212555821577023	Cordaro2018ref	cosine	1	predict
300	01	surprise	0.687165219595665	Cordaro2018ref	cosine	1	predict
301	02	surprise	0.7102273579200423	Cordaro2018ref	cosine	1	predict
302	03	surprise	0.7138485776416812	Cordaro2018ref	cosine	1	predict
303	04	surprise	0.6553769204783083	Cordaro2018ref	cosine	1	predict
304	05	surprise	0.6926198873506344	Cordaro2018ref	cosine	1	predict
305	06	surprise	0.7272746071133167	Cordaro2018ref	cosine	1	predict
306	07	surprise	0.7522782095952828	Cordaro2018ref	cosine	1	predict
307	08	surprise	0.7302312067545623	Cordaro2018ref	cosine	1	predict
308	09	surprise	0.74374411820064	Cordaro2018ref	cosine	1	predict
309	10	surprise	0.7397604164911631	Cordaro2018ref	cosine	1	predict
310	11	surprise	0.7522935521445164	Cordaro2018ref	cosine	1	predict
311	12	surprise	0.7862518392188337	Cordaro2018ref	cosine	1	predict
312	13	surprise	0.7173785502005329	Cordaro2018ref	cosine	1	predict
313	14	surprise	0.7315092021319352	Cordaro2018ref	cosine	1	predict
314	15	surprise	0.7172704907633667	Cordaro2018ref	cosine	1	predict
315	16	surprise	0.5941560274244229	Cordaro2018ref	cosine	1	predict
316	17	surprise	0.5848835694512295	Cordaro2018ref	cosine	1	predict
317	18	surprise	0.62754619681994	Cordaro2018ref	cosine	1	predict
318	19	surprise	0.630716702829118	Cordaro2018ref	cosine	1	predict
319	20	surprise	0.6232822641355877	Cordaro2018ref	cosine	1	predict
320	21	surprise	0.6092012456613674	Cordaro2018ref	cosine	1	predict
321	22	surprise	0.5612416594139832	Cordaro2018ref	cosine	1	predict
322	23	surprise	0.645639779372934	Cordaro2018ref	cosine	1	predict
323	24	surprise	0.6755958914850243	Cordaro2018ref	cosine	1	predict
324	25	surprise	0.6052644873356697	Cordaro2018ref	cosine	1	predict
325	26	surprise	0.643168882448071	Cordaro2018ref	cosine	1	predict
326	27	surprise	0.6867801077742511	Cordaro2018ref	cosine	1	predict
327	28	surprise	0.642055395992209	Cordaro2018ref	cosine	1	predict
328	29	surprise	0.6026055057784704	Cordaro2018ref	cosine	1	predict
329	30	surprise	0.6060894420209277	Cordaro2018ref	cosine	1	predict
330	31	surprise	0.6618018238071975	Cordaro2018ref	cosine	1	predict
331	32	surprise	0.65113130308768	Cordaro2018ref	cosine	1	predict
332	33	surprise	0.6319116128033325	Cordaro2018ref	cosine	1	predict
333	34	surprise	0.6513702735098617	Cordaro2018ref	cosine	1	predict
334	35	surprise	0.6356708534401131	Cordaro2018ref	cosine	1	predict
335	36	surprise	0.5668780260070592	Cordaro2018ref	cosine	1	predict
336	37	surprise	0.6139119229514095	Cordaro2018ref	cosine	1	predict
337	38	surprise	0.6174030181319318	Cordaro2018ref	cosine	1	predict
338	39	surprise	0.6576549615603933	Cordaro2018ref	cosine	1	predict
339	40	surprise	0.6583333333333333	Cordaro2018ref	cosine	1	predict
340	41	surprise	0.6350728443050827	Cordaro2018ref	cosine	1	predict
341	42	surprise	0.6627964066294236	Cordaro2018ref	cosine	1	predict
342	43	surprise	0.6333905489475551	Cordaro2018ref	cosine	1	predict
343	44	surprise	0.6728589073744398	Cordaro2018ref	cosine	1	predict
344	45	surprise	0.6730146672927657	Cordaro2018ref	cosine	1	predict
345	46	surprise	0.5988339845587761	Cordaro2018ref	cosine	1	predict
346	47	surprise	0.612114476243401	Cordaro2018ref	cosine	1	predict
347	48	surprise	0.6110147213459517	Cordaro2018ref	cosine	1	predict
348	49	surprise	0.6497076383806479	Cordaro2018ref	cosine	1	predict
349	50	surprise	0.6926717759513668	Cordaro2018ref	cosine	1	predict
350	51	surprise	0.6454814529678893	Cordaro2018ref	cosine	1	predict
351	52	surprise	0.5966370554490966	Cordaro2018ref	cosine	1	predict
352	53	surprise	0.662708719851577	Cordaro2018ref	cosine	1	predict
353	54	surprise	0.5761285458826415	Cordaro2018ref	cosine	1	predict
354	55	surprise	0.685570719305399	Cordaro2018ref	cosine	1	predict
355	56	surprise	0.6209579943476751	Cordaro2018ref	cosine	1	predict
356	57	surprise	0.6422757723160949	Cordaro2018ref	cosine	1	predict
357	58	surprise	0.6528070621749072	Cordaro2018ref	cosine	1	predict
358	59	surprise	0.5896805896805897	Cordaro2018ref	cosine	1	predict
359	60	surprise	0.5585343506070164	Cordaro2018ref	cosine	1	predict
0	01	anger	0.5127977285549586	Cordaro2018IPC	cosine	1	predict
1	02	anger	0.5792306570329815	Cordaro2018IPC	cosine	1	predict
2	03	anger	0.5075190382476257	Cordaro2018IPC	cosine	1	predict
3	04	anger	0.46696175284038266	Cordaro2018IPC	cosine	1	predict
4	05	anger	0.4754528635334401	Cordaro2018IPC	cosine	1	predict
5	06	anger	0.557041406227074	Cordaro2018IPC	cosine	1	predict
6	07	anger	0.48602601865488465	Cordaro2018IPC	cosine	1	predict
7	08	anger	0.49633642609543976	Cordaro2018IPC	cosine	1	predict
8	09	anger	0.5310307256482893	Cordaro2018IPC	cosine	1	predict
9	10	anger	0.5074993123051531	Cordaro2018IPC	cosine	1	predict
10	11	anger	0.5445819594912861	Cordaro2018IPC	cosine	1	predict
11	12	anger	0.5234651424287855	Cordaro2018IPC	cosine	1	predict
12	13	anger	0.4889391814356751	Cordaro2018IPC	cosine	1	predict
13	14	anger	0.5257971159123797	Cordaro2018IPC	cosine	1	predict
14	15	anger	0.46436921140185233	Cordaro2018IPC	cosine	1	predict
15	16	anger	0.5612211014306997	Cordaro2018IPC	cosine	1	predict
16	17	anger	0.4937462721308137	Cordaro2018IPC	cosine	1	predict
17	18	anger	0.5106424242424243	Cordaro2018IPC	cosine	1	predict
18	19	anger	0.5437187322623651	Cordaro2018IPC	cosine	1	predict
19	20	anger	0.45594407852253643	Cordaro2018IPC	cosine	1	predict
20	21	anger	0.5323370288785069	Cordaro2018IPC	cosine	1	predict
21	22	anger	0.4857176242331314	Cordaro2018IPC	cosine	1	predict
22	23	anger	0.5221688278087238	Cordaro2018IPC	cosine	1	predict
23	24	anger	0.5299736870324087	Cordaro2018IPC	cosine	1	predict
24	25	anger	0.5468020950870666	Cordaro2018IPC	cosine	1	predict
25	26	anger	0.5098848237940115	Cordaro2018IPC	cosine	1	predict
26	27	anger	0.515621329574818	Cordaro2018IPC	cosine	1	predict
27	28	anger	0.4780701754385965	Cordaro2018IPC	cosine	1	predict
28	29	anger	0.47882943691067886	Cordaro2018IPC	cosine	1	predict
29	30	anger	0.5435731558923648	Cordaro2018IPC	cosine	1	predict
30	31	anger	0.591961994674413	Cordaro2018IPC	cosine	1	predict
31	32	anger	0.5406129277406008	Cordaro2018IPC	cosine	1	predict
32	33	anger	0.5278704565140675	Cordaro2018IPC	cosine	1	predict
33	34	anger	0.48361925755542773	Cordaro2018IPC	cosine	1	predict
34	35	anger	0.559910447761194	Cordaro2018IPC	cosine	1	predict
35	36	anger	0.5176222639784673	Cordaro2018IPC	cosine	1	predict
36	37	anger	0.5689207198579135	Cordaro2018IPC	cosine	1	predict
37	38	anger	0.43988754866991586	Cordaro2018IPC	cosine	1	predict
38	39	anger	0.5250026102027606	Cordaro2018IPC	cosine	1	predict
39	40	anger	0.4953491286703271	Cordaro2018IPC	cosine	1	predict
40	41	anger	0.5100590529342993	Cordaro2018IPC	cosine	1	predict
41	42	anger	0.4814711764194418	Cordaro2018IPC	cosine	1	predict
42	43	anger	0.5187062824356123	Cordaro2018IPC	cosine	1	predict
43	44	anger	0.5208192414120804	Cordaro2018IPC	cosine	1	predict
44	45	anger	0.5103103421695854	Cordaro2018IPC	cosine	1	predict
45	46	anger	0.5199229502809689	Cordaro2018IPC	cosine	1	predict
46	47	anger	0.544218791345234	Cordaro2018IPC	cosine	1	predict
47	48	anger	0.48471171307506056	Cordaro2018IPC	cosine	1	predict
48	49	anger	0.5455029681808772	Cordaro2018IPC	cosine	1	predict
49	50	anger	0.5234687219639508	Cordaro2018IPC	cosine	1	predict
50	51	anger	0.5240566037735849	Cordaro2018IPC	cosine	1	predict
51	52	anger	0.5278931219064257	Cordaro2018IPC	cosine	1	predict
52	53	anger	0.49952447513062526	Cordaro2018IPC	cosine	1	predict
53	54	anger	0.5312642636812701	Cordaro2018IPC	cosine	1	predict
54	55	anger	0.49883779208120066	Cordaro2018IPC	cosine	1	predict
55	56	anger	0.5808368507549155	Cordaro2018IPC	cosine	1	predict
56	57	anger	0.5430239431311916	Cordaro2018IPC	cosine	1	predict
57	58	anger	0.5874001774622893	Cordaro2018IPC	cosine	1	predict
58	59	anger	0.5114842218427875	Cordaro2018IPC	cosine	1	predict
59	60	anger	0.5412162497723775	Cordaro2018IPC	cosine	1	predict
60	01	disgust	0.6702589294241237	Cordaro2018IPC	cosine	1	predict
61	02	disgust	0.6306878473314459	Cordaro2018IPC	cosine	1	predict
62	03	disgust	0.6919599723947549	Cordaro2018IPC	cosine	1	predict
63	04	disgust	0.6427512541197337	Cordaro2018IPC	cosine	1	predict
64	05	disgust	0.6656296608236387	Cordaro2018IPC	cosine	1	predict
65	06	disgust	0.7799669945933131	Cordaro2018IPC	cosine	1	predict
66	07	disgust	0.5930333820876854	Cordaro2018IPC	cosine	1	predict
67	08	disgust	0.6174659798740881	Cordaro2018IPC	cosine	1	predict
68	09	disgust	0.6513500834028357	Cordaro2018IPC	cosine	1	predict
69	10	disgust	0.6792854396660624	Cordaro2018IPC	cosine	1	predict
70	11	disgust	0.7219525893141544	Cordaro2018IPC	cosine	1	predict
71	12	disgust	0.6363285506320312	Cordaro2018IPC	cosine	1	predict
72	13	disgust	0.7502503178639542	Cordaro2018IPC	cosine	1	predict
73	14	disgust	0.7206885539090445	Cordaro2018IPC	cosine	1	predict
74	15	disgust	0.7035321240593326	Cordaro2018IPC	cosine	1	predict
75	16	disgust	0.6136460674726487	Cordaro2018IPC	cosine	1	predict
76	17	disgust	0.5571301019481322	Cordaro2018IPC	cosine	1	predict
77	18	disgust	0.5980292660090072	Cordaro2018IPC	cosine	1	predict
78	19	disgust	0.6223606658246704	Cordaro2018IPC	cosine	1	predict
79	20	disgust	0.6483395353200538	Cordaro2018IPC	cosine	1	predict
80	21	disgust	0.5811008983626245	Cordaro2018IPC	cosine	1	predict
81	22	disgust	0.6281888585188078	Cordaro2018IPC	cosine	1	predict
82	23	disgust	0.6181875073691466	Cordaro2018IPC	cosine	1	predict
83	24	disgust	0.6414835248002886	Cordaro2018IPC	cosine	1	predict
84	25	disgust	0.6460588689229412	Cordaro2018IPC	cosine	1	predict
85	26	disgust	0.6382456390701263	Cordaro2018IPC	cosine	1	predict
86	27	disgust	0.6105680795272201	Cordaro2018IPC	cosine	1	predict
87	28	disgust	0.5873801222744507	Cordaro2018IPC	cosine	1	predict
88	29	disgust	0.6295857865780511	Cordaro2018IPC	cosine	1	predict
89	30	disgust	0.606148193449434	Cordaro2018IPC	cosine	1	predict
90	31	disgust	0.6670637327095786	Cordaro2018IPC	cosine	1	predict
91	32	disgust	0.6192903134650707	Cordaro2018IPC	cosine	1	predict
92	33	disgust	0.5828032149444845	Cordaro2018IPC	cosine	1	predict
93	34	disgust	0.6914806931669237	Cordaro2018IPC	cosine	1	predict
94	35	disgust	0.618012286970336	Cordaro2018IPC	cosine	1	predict
95	36	disgust	0.5273990578848804	Cordaro2018IPC	cosine	1	predict
96	37	disgust	0.6887728527527475	Cordaro2018IPC	cosine	1	predict
97	38	disgust	0.549030679465462	Cordaro2018IPC	cosine	1	predict
98	39	disgust	0.6327520572798548	Cordaro2018IPC	cosine	1	predict
