	sub	emotion	score	tk	kernel	beta
225	46	happy	0.6818513928863306	Darwin	sigmoid	1000
226	47	happy	0.5881999164881938	Darwin	sigmoid	1000
227	48	happy	0.704780021253985	Darwin	sigmoid	1000
228	49	happy	0.742528169970133	Darwin	sigmoid	1000
229	50	happy	0.6855169086438746	Darwin	sigmoid	1000
230	51	happy	0.7968979852894147	Darwin	sigmoid	1000
231	52	happy	0.6756893352952467	Darwin	sigmoid	1000
232	53	happy	0.717929106076747	Darwin	sigmoid	1000
233	54	happy	0.6940202346310967	Darwin	sigmoid	1000
234	55	happy	0.7593885229183318	Darwin	sigmoid	1000
235	56	happy	0.7738875183672369	Darwin	sigmoid	1000
236	57	happy	0.7359151707479622	Darwin	sigmoid	1000
237	58	happy	0.7546774011974797	Darwin	sigmoid	1000
238	59	happy	0.7026096723044397	Darwin	sigmoid	1000
239	60	happy	0.7483762180391395	Darwin	sigmoid	1000
240	01	sadness	0.7843436832594053	Darwin	sigmoid	1000
241	02	sadness	0.6338407767716132	Darwin	sigmoid	1000
242	03	sadness	0.6638622046890305	Darwin	sigmoid	1000
243	04	sadness	0.7048914605551775	Darwin	sigmoid	1000
244	05	sadness	0.6742192474530404	Darwin	sigmoid	1000
245	06	sadness	0.6717854825485767	Darwin	sigmoid	1000
246	07	sadness	0.74352692273963	Darwin	sigmoid	1000
247	08	sadness	0.6433374212373663	Darwin	sigmoid	1000
248	09	sadness	0.7081864837859932	Darwin	sigmoid	1000
249	10	sadness	0.7210588917319687	Darwin	sigmoid	1000
250	11	sadness	0.6275074566573147	Darwin	sigmoid	1000
251	12	sadness	0.7137692324624156	Darwin	sigmoid	1000
252	13	sadness	0.7075472248361032	Darwin	sigmoid	1000
253	14	sadness	0.7354368790351768	Darwin	sigmoid	1000
254	15	sadness	0.7439192098958123	Darwin	sigmoid	1000
255	16	sadness	0.5881089558507008	Darwin	sigmoid	1000
256	17	sadness	0.602868642984922	Darwin	sigmoid	1000
257	18	sadness	0.6590844575324658	Darwin	sigmoid	1000
258	19	sadness	0.5728957254543608	Darwin	sigmoid	1000
259	20	sadness	0.6173503847644356	Darwin	sigmoid	1000
260	21	sadness	0.630006138605478	Darwin	sigmoid	1000
261	22	sadness	0.6201922649905407	Darwin	sigmoid	1000
262	23	sadness	0.6320177260767206	Darwin	sigmoid	1000
263	24	sadness	0.6083950676624268	Darwin	sigmoid	1000
264	25	sadness	0.6032672457843637	Darwin	sigmoid	1000
265	26	sadness	0.6736490304276217	Darwin	sigmoid	1000
266	27	sadness	0.7056515667277646	Darwin	sigmoid	1000
267	28	sadness	0.6279357315590289	Darwin	sigmoid	1000
268	29	sadness	0.6781814917773269	Darwin	sigmoid	1000
269	30	sadness	0.6326090890776045	Darwin	sigmoid	1000
270	31	sadness	0.6300263745181578	Darwin	sigmoid	1000
271	32	sadness	0.6825253722116326	Darwin	sigmoid	1000
272	33	sadness	0.6376252573987166	Darwin	sigmoid	1000
273	34	sadness	0.6300257476728065	Darwin	sigmoid	1000
274	35	sadness	0.6133964597162567	Darwin	sigmoid	1000
275	36	sadness	0.5625584391762817	Darwin	sigmoid	1000
276	37	sadness	0.6275056204357535	Darwin	sigmoid	1000
277	38	sadness	0.6951801339092338	Darwin	sigmoid	1000
278	39	sadness	0.621492247389781	Darwin	sigmoid	1000
279	40	sadness	0.6472927689594357	Darwin	sigmoid	1000
280	41	sadness	0.5585167306055425	Darwin	sigmoid	1000
281	42	sadness	0.617741519824937	Darwin	sigmoid	1000
282	43	sadness	0.6521361340353995	Darwin	sigmoid	1000
283	44	sadness	0.6107690614024724	Darwin	sigmoid	1000
284	45	sadness	0.6721894833962068	Darwin	sigmoid	1000
285	46	sadness	0.5544253377201074	Darwin	sigmoid	1000
286	47	sadness	0.6254481823407425	Darwin	sigmoid	1000
287	48	sadness	0.6431259879246457	Darwin	sigmoid	1000
288	49	sadness	0.6259751165209353	Darwin	sigmoid	1000
289	50	sadness	0.46596137166417356	Darwin	sigmoid	1000
290	51	sadness	0.6507156307361225	Darwin	sigmoid	1000
291	52	sadness	0.5590518278398946	Darwin	sigmoid	1000
292	53	sadness	0.6315322214418485	Darwin	sigmoid	1000
293	54	sadness	0.5240495356037151	Darwin	sigmoid	1000
294	55	sadness	0.6257814751866098	Darwin	sigmoid	1000
295	56	sadness	0.6582203188198905	Darwin	sigmoid	1000
296	57	sadness	0.719561515538527	Darwin	sigmoid	1000
297	58	sadness	0.6179956536275493	Darwin	sigmoid	1000
298	59	sadness	0.628507104532341	Darwin	sigmoid	1000
299	60	sadness	0.6488487265766291	Darwin	sigmoid	1000
300	01	surprise	0.7684650484821598	Darwin	sigmoid	1000
301	02	surprise	0.809827853052847	Darwin	sigmoid	1000
302	03	surprise	0.8086916966227311	Darwin	sigmoid	1000
303	04	surprise	0.7171093224337552	Darwin	sigmoid	1000
304	05	surprise	0.7741643417381692	Darwin	sigmoid	1000
305	06	surprise	0.7735585539012958	Darwin	sigmoid	1000
306	07	surprise	0.8423757293363296	Darwin	sigmoid	1000
307	08	surprise	0.8314043655283352	Darwin	sigmoid	1000
308	09	surprise	0.7671607378129117	Darwin	sigmoid	1000
309	10	surprise	0.8174281417956969	Darwin	sigmoid	1000
310	11	surprise	0.8413551333436972	Darwin	sigmoid	1000
311	12	surprise	0.8470714620117711	Darwin	sigmoid	1000
312	13	surprise	0.8031059345535219	Darwin	sigmoid	1000
313	14	surprise	0.787309276608589	Darwin	sigmoid	1000
314	15	surprise	0.7873891962557021	Darwin	sigmoid	1000
315	16	surprise	0.6717680994967559	Darwin	sigmoid	1000
316	17	surprise	0.6521250610649731	Darwin	sigmoid	1000
317	18	surprise	0.712302072658755	Darwin	sigmoid	1000
318	19	surprise	0.73893349804406	Darwin	sigmoid	1000
319	20	surprise	0.717550713137602	Darwin	sigmoid	1000
320	21	surprise	0.7133120768207393	Darwin	sigmoid	1000
321	22	surprise	0.6460675578169051	Darwin	sigmoid	1000
322	23	surprise	0.7589849785827449	Darwin	sigmoid	1000
323	24	surprise	0.8004812215775443	Darwin	sigmoid	1000
324	25	surprise	0.6895478138369429	Darwin	sigmoid	1000
325	26	surprise	0.7832398714636759	Darwin	sigmoid	1000
326	27	surprise	0.7686791805413667	Darwin	sigmoid	1000
327	28	surprise	0.7247944934138852	Darwin	sigmoid	1000
328	29	surprise	0.6928418387222439	Darwin	sigmoid	1000
329	30	surprise	0.6264772759672683	Darwin	sigmoid	1000
330	31	surprise	0.7442607775252579	Darwin	sigmoid	1000
331	32	surprise	0.7752149951870696	Darwin	sigmoid	1000
332	33	surprise	0.7025416197390719	Darwin	sigmoid	1000
333	34	surprise	0.7611979828799049	Darwin	sigmoid	1000
334	35	surprise	0.7097823207375211	Darwin	sigmoid	1000
335	36	surprise	0.6018921725271762	Darwin	sigmoid	1000
336	37	surprise	0.6603010372998407	Darwin	sigmoid	1000
337	38	surprise	0.6855211366045897	Darwin	sigmoid	1000
338	39	surprise	0.7891584536803751	Darwin	sigmoid	1000
339	40	surprise	0.7267348773961486	Darwin	sigmoid	1000
340	41	surprise	0.71409784441691	Darwin	sigmoid	1000
341	42	surprise	0.7636185235805728	Darwin	sigmoid	1000
342	43	surprise	0.7290349095832125	Darwin	sigmoid	1000
343	44	surprise	0.7600944058174395	Darwin	sigmoid	1000
344	45	surprise	0.7722840648565036	Darwin	sigmoid	1000
345	46	surprise	0.6655951160567928	Darwin	sigmoid	1000
346	47	surprise	0.7485698641779579	Darwin	sigmoid	1000
347	48	surprise	0.6638516473887137	Darwin	sigmoid	1000
348	49	surprise	0.7396309849389469	Darwin	sigmoid	1000
349	50	surprise	0.8101565780790689	Darwin	sigmoid	1000
350	51	surprise	0.7644779209429831	Darwin	sigmoid	1000
351	52	surprise	0.6492772699722662	Darwin	sigmoid	1000
352	53	surprise	0.7264784322820037	Darwin	sigmoid	1000
353	54	surprise	0.6629904403085145	Darwin	sigmoid	1000
354	55	surprise	0.8099576067925072	Darwin	sigmoid	1000
355	56	surprise	0.7078701811293222	Darwin	sigmoid	1000
356	57	surprise	0.7391299709848097	Darwin	sigmoid	1000
357	58	surprise	0.7541210153457427	Darwin	sigmoid	1000
358	59	surprise	0.6718442182969211	Darwin	sigmoid	1000
359	60	surprise	0.5516167647525241	Darwin	sigmoid	1000
0	01	anger	0.4912030563936517	Darwin	cosine	1
1	02	anger	0.6173073707652519	Darwin	cosine	1
2	03	anger	0.53213053952123	Darwin	cosine	1
3	04	anger	0.47384780966229023	Darwin	cosine	1
4	05	anger	0.48224512619428955	Darwin	cosine	1
5	06	anger	0.6273830834091421	Darwin	cosine	1
6	07	anger	0.573713794796269	Darwin	cosine	1
7	08	anger	0.5202890729324505	Darwin	cosine	1
8	09	anger	0.475358777200137	Darwin	cosine	1
9	10	anger	0.5562110306253438	Darwin	cosine	1
10	11	anger	0.5911987753179463	Darwin	cosine	1
11	12	anger	0.5684932533733134	Darwin	cosine	1
12	13	anger	0.41578477623358406	Darwin	cosine	1
13	14	anger	0.6287204979791428	Darwin	cosine	1
14	15	anger	0.3537763890137777	Darwin	cosine	1
15	16	anger	0.5181121173398522	Darwin	cosine	1
16	17	anger	0.44454203581663976	Darwin	cosine	1
17	18	anger	0.6015009222661396	Darwin	cosine	1
18	19	anger	0.5275244091855098	Darwin	cosine	1
19	20	anger	0.396077101898489	Darwin	cosine	1
20	21	anger	0.5957296482776985	Darwin	cosine	1
21	22	anger	0.45471419276415675	Darwin	cosine	1
22	23	anger	0.49345569658783067	Darwin	cosine	1
23	24	anger	0.5126854899243605	Darwin	cosine	1
24	25	anger	0.5674584870848709	Darwin	cosine	1
25	26	anger	0.4273191984355032	Darwin	cosine	1
26	27	anger	0.45771225290252776	Darwin	cosine	1
27	28	anger	0.5413386960133573	Darwin	cosine	1
28	29	anger	0.46031887259413795	Darwin	cosine	1
29	30	anger	0.5268908296494823	Darwin	cosine	1
30	31	anger	0.5623033163882837	Darwin	cosine	1
31	32	anger	0.5349620548436809	Darwin	cosine	1
32	33	anger	0.5249801498187419	Darwin	cosine	1
33	34	anger	0.570349604924073	Darwin	cosine	1
34	35	anger	0.5839296375266525	Darwin	cosine	1
35	36	anger	0.5175166138264762	Darwin	cosine	1
36	37	anger	0.5299805669780511	Darwin	cosine	1
37	38	anger	0.4461529967356744	Darwin	cosine	1
38	39	anger	0.5548361836747479	Darwin	cosine	1
39	40	anger	0.45681546908570064	Darwin	cosine	1
40	41	anger	0.45121690006229576	Darwin	cosine	1
41	42	anger	0.4253908355795148	Darwin	cosine	1
42	43	anger	0.48187473809754056	Darwin	cosine	1
43	44	anger	0.5342426698717053	Darwin	cosine	1
44	45	anger	0.4951587516690744	Darwin	cosine	1
45	46	anger	0.5260889093650252	Darwin	cosine	1
46	47	anger	0.5513113436056096	Darwin	cosine	1
47	48	anger	0.4780077179176756	Darwin	cosine	1
48	49	anger	0.5057617957913936	Darwin	cosine	1
49	50	anger	0.554897329242815	Darwin	cosine	1
50	51	anger	0.5154350104821803	Darwin	cosine	1
51	52	anger	0.5141436538332326	Darwin	cosine	1
52	53	anger	0.4496526044426695	Darwin	cosine	1
53	54	anger	0.5376500787333636	Darwin	cosine	1
54	55	anger	0.47530752139922733	Darwin	cosine	1
55	56	anger	0.6424467066293051	Darwin	cosine	1
56	57	anger	0.5758612145021655	Darwin	cosine	1
57	58	anger	0.540532439683948	Darwin	cosine	1
58	59	anger	0.48731784878626083	Darwin	cosine	1
59	60	anger	0.586804923270482	Darwin	cosine	1
60	01	disgust	0.651857909145895	Darwin	cosine	1
61	02	disgust	0.6482541679773514	Darwin	cosine	1
62	03	disgust	0.6888996242619431	Darwin	cosine	1
63	04	disgust	0.5936864785754941	Darwin	cosine	1
64	05	disgust	0.6493855755002251	Darwin	cosine	1
65	06	disgust	0.7217908624258063	Darwin	cosine	1
66	07	disgust	0.6708112172910841	Darwin	cosine	1
67	08	disgust	0.6185509009985164	Darwin	cosine	1
68	09	disgust	0.613494462978408	Darwin	cosine	1
69	10	disgust	0.7214841819080573	Darwin	cosine	1
70	11	disgust	0.7281060872772386	Darwin	cosine	1
71	12	disgust	0.667355379174742	Darwin	cosine	1
72	13	disgust	0.7378665368722187	Darwin	cosine	1
73	14	disgust	0.7589119187531937	Darwin	cosine	1
74	15	disgust	0.7339808652447306	Darwin	cosine	1
75	16	disgust	0.5868237429387322	Darwin	cosine	1
76	17	disgust	0.6193548855899258	Darwin	cosine	1
77	18	disgust	0.6395754873526398	Darwin	cosine	1
78	19	disgust	0.6423681952135756	Darwin	cosine	1
79	20	disgust	0.5851750367428625	Darwin	cosine	1
80	21	disgust	0.6145845361538994	Darwin	cosine	1
81	22	disgust	0.606794221007419	Darwin	cosine	1
82	23	disgust	0.6411905820038638	Darwin	cosine	1
83	24	disgust	0.7517918618773893	Darwin	cosine	1
84	25	disgust	0.660657896348559	Darwin	cosine	1
85	26	disgust	0.623104934503471	Darwin	cosine	1
86	27	disgust	0.6438430328884714	Darwin	cosine	1
87	28	disgust	0.6144597997034364	Darwin	cosine	1
88	29	disgust	0.7541393764736705	Darwin	cosine	1
89	30	disgust	0.5886026413885491	Darwin	cosine	1
90	31	disgust	0.6672865022297578	Darwin	cosine	1
91	32	disgust	0.7021512992386778	Darwin	cosine	1
92	33	disgust	0.6251015527997915	Darwin	cosine	1
93	34	disgust	0.7587066335703432	Darwin	cosine	1
94	35	disgust	0.6052518689413082	Darwin	cosine	1
95	36	disgust	0.5255534333695686	Darwin	cosine	1
96	37	disgust	0.686925658330419	Darwin	cosine	1
97	38	disgust	0.5732900208831886	Darwin	cosine	1
98	39	disgust	0.6574896326054558	Darwin	cosine	1
99	40	disgust	0.612400548696845	Darwin	cosine	1
100	41	disgust	0.5492045933897189	Darwin	cosine	1
101	42	disgust	0.5915049579721565	Darwin	cosine	1
102	43	disgust	0.6089020768771631	Darwin	cosine	1
103	44	disgust	0.6715856595727879	Darwin	cosine	1
104	45	disgust	0.6184790431316586	Darwin	cosine	1
105	46	disgust	0.5717865395530759	Darwin	cosine	1
106	47	disgust	0.7497128665799219	Darwin	cosine	1
107	48	disgust	0.5886615782449116	Darwin	cosine	1
108	49	disgust	0.619075238323026	Darwin	cosine	1
109	50	disgust	0.7575323480695063	Darwin	cosine	1
110	51	disgust	0.7676162250630335	Darwin	cosine	1
111	52	disgust	0.6163122281563247	Darwin	cosine	1
112	53	disgust	0.642648118693772	Darwin	cosine	1
113	54	disgust	0.6127904906433974	Darwin	cosine	1
114	55	disgust	0.7164016441421777	Darwin	cosine	1
115	56	disgust	0.7136099058101387	Darwin	cosine	1
116	57	disgust	0.7043236361921825	Darwin	cosine	1
117	58	disgust	0.633597018393466	Darwin	cosine	1
118	59	disgust	0.6488174507090971	Darwin	cosine	1
119	60	disgust	0.6129461978324897	Darwin	cosine	1
120	01	fear	0.49279196380645657	Darwin	cosine	1
121	02	fear	0.6658423973362931	Darwin	cosine	1
122	03	fear	0.5849635475700712	Darwin	cosine	1
123	04	fear	0.5905854380351339	Darwin	cosine	1
124	05	fear	0.48067785219072773	Darwin	cosine	1
125	06	fear	0.6552819714318819	Darwin	cosine	1
126	07	fear	0.5363293051359517	Darwin	cosine	1
127	08	fear	0.5820351013130086	Darwin	cosine	1
128	09	fear	0.5530758975878218	Darwin	cosine	1
129	10	fear	0.5896375371842117	Darwin	cosine	1
130	11	fear	0.5051010085586238	Darwin	cosine	1
131	12	fear	0.5977968096706407	Darwin	cosine	1
132	13	fear	0.5477020903029872	Darwin	cosine	1
133	14	fear	0.5977534326196533	Darwin	cosine	1
134	15	fear	0.5115206108036614	Darwin	cosine	1
135	16	fear	0.5122469398348934	Darwin	cosine	1
136	17	fear	0.4878653736675762	Darwin	cosine	1
137	18	fear	0.5811908046146583	Darwin	cosine	1
138	19	fear	0.4747034644744568	Darwin	cosine	1
139	20	fear	0.5017747842665061	Darwin	cosine	1
140	21	fear	0.430771062759593	Darwin	cosine	1
141	22	fear	0.46090955544200307	Darwin	cosine	1
142	23	fear	0.5040706251152499	Darwin	cosine	1
143	24	fear	0.5030235930053266	Darwin	cosine	1
144	25	fear	0.5418229610684854	Darwin	cosine	1
145	26	fear	0.5115463917525773	Darwin	cosine	1
146	27	fear	0.509241369131479	Darwin	cosine	1
147	28	fear	0.5191758063017009	Darwin	cosine	1
148	29	fear	0.47930082009305797	Darwin	cosine	1
149	30	fear	0.5240877830890776	Darwin	cosine	1
150	31	fear	0.542928429922412	Darwin	cosine	1
151	32	fear	0.4187845635369061	Darwin	cosine	1
152	33	fear	0.572704268034735	Darwin	cosine	1
153	34	fear	0.4419497554468653	Darwin	cosine	1
154	35	fear	0.6352165266447501	Darwin	cosine	1
155	36	fear	0.5234199610129249	Darwin	cosine	1
156	37	fear	0.4912469019976958	Darwin	cosine	1
157	38	fear	0.5835008396252884	Darwin	cosine	1
158	39	fear	0.5226460742544127	Darwin	cosine	1
159	40	fear	0.5751029660876208	Darwin	cosine	1
160	41	fear	0.5653672170526103	Darwin	cosine	1
161	42	fear	0.47178284141584753	Darwin	cosine	1
162	43	fear	0.3982746456791672	Darwin	cosine	1
163	44	fear	0.4488199204264799	Darwin	cosine	1
164	45	fear	0.55141197599074	Darwin	cosine	1
165	46	fear	0.470700917442224	Darwin	cosine	1
166	47	fear	0.5029544469243244	Darwin	cosine	1
167	48	fear	0.5495488215488215	Darwin	cosine	1
168	49	fear	0.4686946425115739	Darwin	cosine	1
169	50	fear	0.4749865451626439	Darwin	cosine	1
170	51	fear	0.5115163147792706	Darwin	cosine	1
171	52	fear	0.4816655165525633	Darwin	cosine	1
172	53	fear	0.5265070412195808	Darwin	cosine	1
173	54	fear	0.38304844798657717	Darwin	cosine	1
174	55	fear	0.6085306625313951	Darwin	cosine	1
175	56	fear	0.5495536482533127	Darwin	cosine	1
176	57	fear	0.5305709162220416	Darwin	cosine	1
177	58	fear	0.5898943809009707	Darwin	cosine	1
178	59	fear	0.47798174667594306	Darwin	cosine	1
179	60	fear	0.5230942829916291	Darwin	cosine	1
180	01	happy	0.7791549697258144	Darwin	cosine	1
181	02	happy	0.8370138148138513	Darwin	cosine	1
182	03	happy	0.7910530764781778	Darwin	cosine	1
183	04	happy	0.781783972886817	Darwin	cosine	1
184	05	happy	0.7835932857991682	Darwin	cosine	1
185	06	happy	0.8411625962387984	Darwin	cosine	1
186	07	happy	0.7507125780279779	Darwin	cosine	1
187	08	happy	0.7858120850448216	Darwin	cosine	1
188	09	happy	0.7863621128570174	Darwin	cosine	1
189	10	happy	0.7897999874156454	Darwin	cosine	1
190	11	happy	0.8028418132379203	Darwin	cosine	1
191	12	happy	0.8327168275663781	Darwin	cosine	1
192	13	happy	0.8394925825472993	Darwin	cosine	1
193	14	happy	0.8141412884263737	Darwin	cosine	1
194	15	happy	0.7990192985516498	Darwin	cosine	1
195	16	happy	0.6815805238486615	Darwin	cosine	1
196	17	happy	0.7043426834198018	Darwin	cosine	1
197	18	happy	0.7489118265750274	Darwin	cosine	1
198	19	happy	0.7213086020849845	Darwin	cosine	1
199	20	happy	0.6905201085709917	Darwin	cosine	1
200	21	happy	0.7074992701146524	Darwin	cosine	1
201	22	happy	0.5950541912470847	Darwin	cosine	1
202	23	happy	0.7623416898500242	Darwin	cosine	1
203	24	happy	0.7556819670548649	Darwin	cosine	1
204	25	happy	0.7431039025367016	Darwin	cosine	1
205	26	happy	0.8064659686640538	Darwin	cosine	1
206	27	happy	0.7619825444755162	Darwin	cosine	1
207	28	happy	0.7792078864042883	Darwin	cosine	1
208	29	happy	0.7253437692524498	Darwin	cosine	1
209	30	happy	0.7044043275078421	Darwin	cosine	1
210	31	happy	0.7957599829680784	Darwin	cosine	1
211	32	happy	0.7487670688829446	Darwin	cosine	1
212	33	happy	0.7655728513069713	Darwin	cosine	1
213	34	happy	0.7886956931486195	Darwin	cosine	1
214	35	happy	0.8029628751827742	Darwin	cosine	1
215	36	happy	0.7468114644557757	Darwin	cosine	1
216	37	happy	0.7004308260102833	Darwin	cosine	1
217	38	happy	0.6962310906639023	Darwin	cosine	1
218	39	happy	0.7320171285482818	Darwin	cosine	1
219	40	happy	0.6757257804505377	Darwin	cosine	1
220	41	happy	0.7012146418396419	Darwin	cosine	1
221	42	happy	0.7318291733969547	Darwin	cosine	1
222	43	happy	0.724367214101109	Darwin	cosine	1
223	44	happy	0.7813091413763988	Darwin	cosine	1
224	45	happy	0.8064331093742858	Darwin	cosine	1
225	46	happy	0.6935561240805885	Darwin	cosine	1
226	47	happy	0.603434759768861	Darwin	cosine	1
227	48	happy	0.7135366631243358	Darwin	cosine	1
228	49	happy	0.7588599647026881	Darwin	cosine	1
229	50	happy	0.6970591871214098	Darwin	cosine	1
230	51	happy	0.8127171943289628	Darwin	cosine	1
231	52	happy	0.6929627023223083	Darwin	cosine	1
232	53	happy	0.7267541120679553	Darwin	cosine	1
233	54	happy	0.7076152446492924	Darwin	cosine	1
234	55	happy	0.7728867497220768	Darwin	cosine	1
235	56	happy	0.7929287823027461	Darwin	cosine	1
236	57	happy	0.7541204308798367	Darwin	cosine	1
237	58	happy	0.7710606364816983	Darwin	cosine	1
238	59	happy	0.714820626321353	Darwin	cosine	1
239	60	happy	0.769198404591663	Darwin	cosine	1
240	01	sadness	0.7125759816001315	Darwin	cosine	1
241	02	sadness	0.6212201070957974	Darwin	cosine	1
242	03	sadness	0.6119508271852339	Darwin	cosine	1
243	04	sadness	0.6413100370622494	Darwin	cosine	1
244	05	sadness	0.6220152817574021	Darwin	cosine	1
245	06	sadness	0.5887946052073431	Darwin	cosine	1
246	07	sadness	0.6545371831974042	Darwin	cosine	1
247	08	sadness	0.5936576403866123	Darwin	cosine	1
248	09	sadness	0.6851916613679716	Darwin	cosine	1
249	10	sadness	0.6781015112745882	Darwin	cosine	1
250	11	sadness	0.5866521683793461	Darwin	cosine	1
251	12	sadness	0.6617301512183311	Darwin	cosine	1
252	13	sadness	0.6641325522797795	Darwin	cosine	1
253	14	sadness	0.6656348872777369	Darwin	cosine	1
254	15	sadness	0.6874629727884197	Darwin	cosine	1
255	16	sadness	0.6162987558402016	Darwin	cosine	1
256	17	sadness	0.6107804985711962	Darwin	cosine	1
257	18	sadness	0.6611511268521097	Darwin	cosine	1
258	19	sadness	0.6171045283785156	Darwin	cosine	1
259	20	sadness	0.6307959179907362	Darwin	cosine	1
260	21	sadness	0.6143685703399517	Darwin	cosine	1
261	22	sadness	0.6362370458970739	Darwin	cosine	1
262	23	sadness	0.6412962193601994	Darwin	cosine	1
263	24	sadness	0.6310600279982456	Darwin	cosine	1
264	25	sadness	0.6182769545222279	Darwin	cosine	1
265	26	sadness	0.6838400596290017	Darwin	cosine	1
266	27	sadness	0.6859038142620233	Darwin	cosine	1
267	28	sadness	0.6373543235008812	Darwin	cosine	1
268	29	sadness	0.6623671941725918	Darwin	cosine	1
269	30	sadness	0.6397166535203187	Darwin	cosine	1
270	31	sadness	0.6513745181578414	Darwin	cosine	1
271	32	sadness	0.6867014836948122	Darwin	cosine	1
272	33	sadness	0.6521877394406668	Darwin	cosine	1
273	34	sadness	0.630718954248366	Darwin	cosine	1
274	35	sadness	0.6005515423662632	Darwin	cosine	1
275	36	sadness	0.5837497707171073	Darwin	cosine	1
276	37	sadness	0.6140712701430382	Darwin	cosine	1
277	38	sadness	0.6772729710440877	Darwin	cosine	1
278	39	sadness	0.6673959257295482	Darwin	cosine	1
279	40	sadness	0.6505969339302673	Darwin	cosine	1
280	41	sadness	0.556845719631847	Darwin	cosine	1
281	42	sadness	0.6078398512738697	Darwin	cosine	1
282	43	sadness	0.6613097882772594	Darwin	cosine	1
283	44	sadness	0.6271990827757312	Darwin	cosine	1
284	45	sadness	0.6940696220897788	Darwin	cosine	1
285	46	sadness	0.6060134934300884	Darwin	cosine	1
286	47	sadness	0.6633408281806258	Darwin	cosine	1
287	48	sadness	0.6624957891736414	Darwin	cosine	1
288	49	sadness	0.6265505951234543	Darwin	cosine	1
289	50	sadness	0.4958282528628713	Darwin	cosine	1
290	51	sadness	0.6539436831445029	Darwin	cosine	1
291	52	sadness	0.5923762206415772	Darwin	cosine	1
292	53	sadness	0.6066916574291106	Darwin	cosine	1
293	54	sadness	0.45603715170278636	Darwin	cosine	1
294	55	sadness	0.6420284561330272	Darwin	cosine	1
295	56	sadness	0.6454719842969308	Darwin	cosine	1
296	57	sadness	0.7139554871834565	Darwin	cosine	1
297	58	sadness	0.6300971095103491	Darwin	cosine	1
298	59	sadness	0.6321326179370343	Darwin	cosine	1
299	60	sadness	0.665760596948556	Darwin	cosine	1
300	01	surprise	0.8030730718042969	Darwin	cosine	1
301	02	surprise	0.8461831291660211	Darwin	cosine	1
302	03	surprise	0.8584187635911773	Darwin	cosine	1
303	04	surprise	0.7368082718417328	Darwin	cosine	1
304	05	surprise	0.8149222391839648	Darwin	cosine	1
305	06	surprise	0.7859637786049076	Darwin	cosine	1
306	07	surprise	0.9004065040650406	Darwin	cosine	1
307	08	surprise	0.8618618531944862	Darwin	cosine	1
308	09	surprise	0.825790513833992	Darwin	cosine	1
309	10	surprise	0.8419488062945427	Darwin	cosine	1
310	11	surprise	0.9044785097768855	Darwin	cosine	1
311	12	surprise	0.8858137707330123	Darwin	cosine	1
312	13	surprise	0.8430831936068873	Darwin	cosine	1
313	14	surprise	0.8390615285430955	Darwin	cosine	1
314	15	surprise	0.8124693169469741	Darwin	cosine	1
315	16	surprise	0.7017572298843422	Darwin	cosine	1
316	17	surprise	0.6756725289040872	Darwin	cosine	1
317	18	surprise	0.7368657234471588	Darwin	cosine	1
318	19	surprise	0.7847331105515171	Darwin	cosine	1
319	20	surprise	0.715335001729435	Darwin	cosine	1
320	21	surprise	0.741004258734866	Darwin	cosine	1
321	22	surprise	0.677029449614306	Darwin	cosine	1
322	23	surprise	0.7979443346959532	Darwin	cosine	1
323	24	surprise	0.8301199623647483	Darwin	cosine	1
324	25	surprise	0.7234899222299844	Darwin	cosine	1
325	26	surprise	0.8073908386365067	Darwin	cosine	1
326	27	surprise	0.8066214487916339	Darwin	cosine	1
327	28	surprise	0.7673029942887326	Darwin	cosine	1
328	29	surprise	0.7112063368393716	Darwin	cosine	1
329	30	surprise	0.639420518157367	Darwin	cosine	1
330	31	surprise	0.7752127539063882	Darwin	cosine	1
331	32	surprise	0.8199985190983425	Darwin	cosine	1
332	33	surprise	0.7402470141323645	Darwin	cosine	1
333	34	surprise	0.8084825590546414	Darwin	cosine	1
334	35	surprise	0.7178655948121021	Darwin	cosine	1
335	36	surprise	0.6263185643395004	Darwin	cosine	1
336	37	surprise	0.7091286011932155	Darwin	cosine	1
337	38	surprise	0.7012658586516869	Darwin	cosine	1
338	39	surprise	0.8184906438684681	Darwin	cosine	1
339	40	surprise	0.7586063955783656	Darwin	cosine	1
340	41	surprise	0.7331968294723094	Darwin	cosine	1
341	42	surprise	0.7879996874304275	Darwin	cosine	1
342	43	surprise	0.7484479257325211	Darwin	cosine	1
343	44	surprise	0.7835537875405197	Darwin	cosine	1
344	45	surprise	0.7972032704472005	Darwin	cosine	1
345	46	surprise	0.6924049285137698	Darwin	cosine	1
346	47	surprise	0.7900438030171779	Darwin	cosine	1
347	48	surprise	0.6846981247809325	Darwin	cosine	1
348	49	surprise	0.7853511035784445	Darwin	cosine	1
349	50	surprise	0.8542604035435039	Darwin	cosine	1
350	51	surprise	0.8171201772774799	Darwin	cosine	1
351	52	surprise	0.6805576133072935	Darwin	cosine	1
352	53	surprise	0.7674744897959184	Darwin	cosine	1
353	54	surprise	0.679840061609105	Darwin	cosine	1
354	55	surprise	0.8306535269709543	Darwin	cosine	1
355	56	surprise	0.7298472934623201	Darwin	cosine	1
356	57	surprise	0.7751702034856157	Darwin	cosine	1
357	58	surprise	0.7843942549402598	Darwin	cosine	1
